domain,is_file_found,is_file_valid,http_status,acknowledgments,canonical,contact,encryption,expires,hiring,policy,preferred_languages,errors
newscorp.com,false,false,404,,,,,,,,,https://newscorp.com/security.txt file may not exist - HTTP error code: 404
huntington.com,false,false,403,,,,,,,,,https://huntington.com/security.txt file may not exist - HTTP error code: 403
apple.com,false,false,404,,,,,,,,,https://www.apple.com/security.txt file may not exist - HTTP error code: 404
paypal.com,true,true,200,,https://www.paypalobjects.com/.well-known/security.txt,https://hackerone.com/paypal,,,https://jobsearch.paypal-corp.com/search?keywords=Cyber,https://hackerone.com/paypal?view_policy=true,,
dominos.com,false,false,200,,,,,,,,,Content-type (text/html; charset=utf-8) is not valid
teledyne.com,false,false,500,,,,,,,,,https://www.teledyne.com/.well-known/security.txt file may not exist - HTTP error code: 500
chipotle.com,false,false,404,,,,,,,,,https://chipotle.com/security.txt file may not exist - HTTP error code: 404
ventasreit.com,false,false,404,,,,,,,,,https://ventasreit.com/security.txt file may not exist - HTTP error code: 404
yum.com,false,false,200,,,,,,,,,Content-type (text/html) is not valid
amphenol.com,false,false,404,,,,,,,,,https://amphenol.com/security.txt file may not exist - HTTP error code: 404
simon.com,false,false,404,,,,,,,,,https://simon.com/security.txt file may not exist - HTTP error code: 404
hcahealthcare.com,true,true,200,,,mailto:Information.Protection@hcahealthcare.com,,,https://hcahealthcare.com/careers/search.dot?jobClass=HRPayroll,https://hcahealthcare.com/legal/index.dot#responsible-disclosure,,
troweprice.com,false,false,502,,,,,,,,,https://www.troweprice.com/.well-known/security.txt file may not exist - HTTP error code: 502
marketaxess.com,false,false,200,,,,,,,,,Content-type (text/html; charset=UTF-8) is not valid
hosthotels.com,false,false,200,,,,,,,,,Content-type (text/html; charset=utf-8) is not valid
solaredge.com,false,false,404,,,,,,,,,https://solaredge.com/security.txt file may not exist - HTTP error code: 404
enphase.com,false,false,404,,,,,,,,,https://enphase.com/security.txt file may not exist - HTTP error code: 404
grainger.com,false,false,403,,,,,,,,,https://www.grainger.com/security.txt file may not exist - HTTP error code: 403
l3harris.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://l3harris.com/security.txt"": x509: certificate is valid for www.adobe.io, partners.adobe.com, exchangepartners.adobe.com, *.adobeexchange.com, developer.adobe.com, *.exchange.adobe.com, www.adobeexchange.com, exchangepartners-engage.adobe.com, adobe.io, *.adobemsbasic.com, exchange.adobe.com, not l3harris.com"
amazon.com,true,true,200,,,https://hackerone.com/amazonvrp/reports/new,,,https://www.amazon.jobs/en/teams/infosec,https://hackerone.com/amazonvrp,,
skyworksinc.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://skyworksinc.com/.well-known/security.txt"": local error: tls: no renegotiation"
adp.com,true,true,200,,https://www.adp.com/.well-known/security.txt,,,,https://jobs.adp.com/,https://www.adp.com/about-adp/data-security.aspx,en,
brown-forman.com,false,false,200,,,,,,,,,Content-type (text/html; charset=UTF-8) is not valid
fedex.com,false,false,200,,,,,,,,,Content-type (text/html) is not valid
slb.com,true,true,200,,https://slb.com/.well-known/security.txt,mailto:security@slb.com,,2023-02-28T00:00:00.000Z,,,en,
berkshirehathaway.com,false,false,404,,,,,,,,,https://berkshirehathaway.com/security.txt file may not exist - HTTP error code: 404
fleetcor.com,false,false,404,,,,,,,,,https://fleetcor.com/security.txt file may not exist - HTTP error code: 404
www8.hp.com,false,false,500,,,,,,,,,https://www8.hp.com/.well-known/security.txt file may not exist - HTTP error code: 500
dollartree.com,true,true,200,,,mailto:security@dollartree.com,,,,,,
citizensbank.com,false,false,500,,,,,,,,,https://www.citizensbank.com/.well-known/security.txt file may not exist - HTTP error code: 500
svb.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://svb.com/.well-known/security.txt"": x509: certificate signed by unknown authority"
vrtx.com,false,false,200,,,,,,,,,Content-type (text/html; charset=UTF-8) is not valid
morganstanley.com,false,false,404,,,,,,,,,https://www.morganstanley.com/security.txt file may not exist - HTTP error code: 404
mondelezinternational.com,false,false,0,,,,,,,,,"HTTP response error: Get ""https://mondelezinternational.com/.well-known/security.txt"": x509: certificate is valid for *.mdlzapps.com, mdlzapps.com, not mondelezinternational.com"
ulta.com,false,false,404,,,,,,,,,https://www.ulta.com/security.txt file may not exist - HTTP error code: 404
signatureny.com,false,false,200,,,,,,,,,Content-type (text/html; charset=utf-8) is not valid
dexcom.com,false,false,404,,,,,,,,,https://www.dexcom.com/security.txt file may not exist - HTTP error code: 404
sempra.com,false,false,404,,,,,,,,,https://www.sempra.com/security.txt file may not exist - HTTP error code: 404
quantaservices.com,false,false,404,,,,,,,,,https://quantaservices.com/security.txt file may not exist - HTTP error code: 404
huntingtoningalls.com,false,false,404,,,,,,,,,https://huntingtoningalls.com/security.txt file may not exist - HTTP error code: 404
qualcomm.com,true,true,200,,,"mailto:security@qualcomm.com, mailto:product-security@qualcomm.com",https://www.qualcomm.com/content/dam/qcomm-martech/dm-assets/documents/product-security-public-key-download.txt,"Tue, 1 Nov 2022 00:00 -0700",,https://www.qualcomm.com/company/product-security/report-a-bug,,
theice.com,false,false,404,,,,,,,,,https://www.theice.com/security.txt file may not exist - HTTP error code: 404
rtx.com,false,false,404,,,,,,,,,https://www.rtx.com/security.txt file may not exist - HTTP error code: 404
copart.com,false,false,200,,,,,,,,,Content-type (text/html) is not valid
vfc.com,false,false,404,,,,,,,,,https://vfc.com/security.txt file may not exist - HTTP error code: 404
carrier.com,false,false,200,,,,,,,,,Content-type (text/html; charset=utf-8) is not valid
cboe.com,false,false,404,,,,,,,,,https://www.cboe.com/security.txt file may not exist - HTTP error code: 404
firstenergycorp.com,false,false,200,,,,,,,,,Content-type (text/html; charset=UTF-8) is not valid
consumersenergy.com,true,true,200,,,mailto:vulnerability_management@cmsenergy.com,,,,https://www.consumersenergy.com/security,,
snapon.com,false,false,404,,,,,,,,,https://snapon.com/security.txt file may not exist - HTTP error code: 404
JohnDeere.com,true,true,200,,,,,,https://www.deere.com/en/our-company/john-deere-careers/,,,
pentair.com,false,false,404,,,,,,,,,https://www.pentair.com/security.txt file may not exist - HTTP error code: 404
t-mobile.com,false,false,200,,,,,,,,,Content-type (text/html;charset=utf-8) is not valid
nordson.com,false,false,404,,,,,,,,,https://nordson.com/security.txt file may not exist - HTTP error code: 404
etsy.com,false,false,404,,,,,,,,,https://www.etsy.com/security.txt file may not exist - HTTP error code: 404
omnicomgroup.com,false,false,404,,,,,,,,,https://www.omnicomgroup.com/security.txt file may not exist - HTTP error code: 404
ea.com,false,false,404,,,,,,,,,https://www.ea.com/security.txt file may not exist - HTTP error code: 404
bxp.com,false,false,404,,,,,,,,,https://bxp.com/security.txt file may not exist - HTTP error code: 404
gartner.com,false,false,404,,,,,,,,,https://www.gartner.com/security.txt file may not exist - HTTP error code: 404
verizon.com,false,false,404,,,,,,,,,http://verizon.com/security.txt file may not exist - HTTP error code: 404
cardinalhealth.com,false,false,403,,,,,,,,,https://www.cardinalhealth.com/security.txt file may not exist - HTTP error code: 403
wecenergygroup.com,false,false,404,,,,,,,,,https://wecenergygroup.com/security.txt file may not exist - HTTP error code: 404
evergy.com,false,false,200,,,,,,,,,Content-type (text/html; charset=utf-8) is not valid
zebra.com,false,false,200,,,,,,,,,Content-type (text/html; charset=UTF-8) is not valid
lkqcorp.com,false,false,404,,,,,,,,,https://www.lkqcorp.com/security.txt file may not exist - HTTP error code: 404
aep.com,false,false,404,,,,,,,,,https://aep.com/security.txt file may not exist - HTTP error code: 404
nortonlifelock.com,false,false,200,,,,,,,,,Content-type (text/html;charset=utf-8) is not valid
henryschein.com,false,false,404,,,,,,,,,https://www.henryschein.com/security.txt file may not exist - HTTP error code: 404
intuit.com,false,false,422,,,,,,,,,https://www.intuit.com/.well-known/security.txt file may not exist - HTTP error code: 422
3m.com,false,false,403,,,,,,,,,https://www.3m.com/security.txt file may not exist - HTTP error code: 403
stanleyblackanddecker.com,false,false,404,,,,,,,,,https://www.stanleyblackanddecker.com/security.txt file may not exist - HTTP error code: 404
oneok.com,false,false,200,,,,,,,,,Content-type (text/html; charset=utf-8) is not valid
corporate.discovery.com,false,false,404,,,,,,,,,https://corporate.discovery.com/security.txt file may not exist - HTTP error code: 404
extraspace.com,false,false,403,,,,,,,,,https://www.extraspace.com/security.txt file may not exist - HTTP error code: 403
iff.com,false,false,403,,,,,,,,,https://www.iff.com/security.txt file may not exist - HTTP error code: 403
cbrands.com,false,false,404,,,,,,,,,https://www.cbrands.com/security.txt file may not exist - HTTP error code: 404
franklinresources.com,false,false,200,,,,,,,,,Content-type (text/html) is not valid
pxd.com,false,false,404,,,,,,,,,https://www.pxd.com/security.txt file may not exist - HTTP error code: 404
kimcorealty.com,false,false,200,,,,,,,,,Content-type (text/html; charset=utf-8) is not valid
lyondellbasell.com,false,false,404,,,,,,,,,https://www.lyondellbasell.com/security.txt file may not exist - HTTP error code: 404
southwest.com,true,true,200,,https://www.southwest.com/.well-known/security.txt,mailto:securityreport@wnco.com,openpgp4fpr:2C2D7CBD437FBB9DEE4CFB666A5CED2B8E440317,,,https://www.southwest.com/security-researchers.txt,en,
gilead.com,false,false,404,,,,,,,,,https://www.gilead.com/security.txt file may not exist - HTTP error code: 404
53.com,false,false,200,,,,,,,,,Content-type (text/html) is not valid
centerpointenergy.com,false,false,500,,,,,,,,,https://www.centerpointenergy.com/.well-known/security.txt file may not exist - HTTP error code: 500
camdenliving.com,false,false,200,,,,,,,,,Content-type (text/html; charset=utf-8) is not valid
mckesson.com,false,false,404,,,,,,,,,https://www.mckesson.com/security.txt file may not exist - HTTP error code: 404
tesla.com,false,false,404,,,,,,,,,https://www.tesla.com/security.txt file may not exist - HTTP error code: 404
xylem.com,false,false,404,,,,,,,,,https://www.xylem.com/security.txt file may not exist - HTTP error code: 404
fcx.com,false,false,404,,,,,,,,,https://fcx.com/security.txt file may not exist - HTTP error code: 404
packagingcorp.com,false,false,200,,,,,,,,,Content-type (text/html; charset=UTF-8) is not valid
cintas.com,false,false,200,,,,,,,,,Content-type (text/html; charset=utf-8) is not valid
bakerhughes.com,false,false,404,,,,,,,,,https://www.bakerhughes.com/security.txt file may not exist - HTTP error code: 404
viciproperties.com,false,false,404,,,,,,,,,https://viciproperties.com/security.txt file may not exist - HTTP error code: 404
nvidia.com,false,false,404,,,,,,,,,https://www.nvidia.com/security.txt file may not exist - HTTP error code: 404
kindermorgan.com,false,false,404,,,,,,,,,https://kindermorgan.com/security.txt file may not exist - HTTP error code: 404
pepsico.com,false,false,403,,,,,,,,,https://www.pepsico.com/security.txt file may not exist - HTTP error code: 403
dominionenergy.com,false,false,404,,,,,,,,,https://www.dominionenergy.com/security.txt file may not exist - HTTP error code: 404
aflac.com,false,false,404,,,,,,,,,https://www.aflac.com/security.txt file may not exist - HTTP error code: 404
corporate.charter.com,false,false,404,,,,,,,,,https://corporate.charter.com/security.txt file may not exist - HTTP error code: 404
labcorp.com,false,false,404,,,,,,,,,https://www.labcorp.com/security.txt file may not exist - HTTP error code: 404
pnc.com,false,false,404,,,,,,,,,https://www.pnc.com/security.txt file may not exist - HTTP error code: 404
molinahealthcare.com,false,false,200,,,,,,,,,Content-type (text/html) is not valid
martinmarietta.com,false,false,200,,,,,,,,,Content-type (text/html; charset=utf-8) is not valid
microsoft.com,false,false,404,,,,,,,,,https://www.microsoft.com/security.txt file may not exist - HTTP error code: 404
ppg.com,false,false,404,,,,,,,,,https://ppg.com/security.txt file may not exist - HTTP error code: 404
te.com,false,false,403,,,,,,,,,https://www.te.com/security.txt file may not exist - HTTP error code: 403
truist.com,false,false,404,,,,,,,,,https://www.truist.com/security.txt file may not exist - HTTP error code: 404
campbellsoupcompany.com,false,false,404,,,,,,,,,https://campbellsoupcompany.com/security.txt file may not exist - HTTP error code: 404
welltower.com,false,false,404,,,,,,,,,https://welltower.com/security.txt file may not exist - HTTP error code: 404
phillips66.com,false,false,404,,,,,,,,,https://www.phillips66.com/security.txt file may not exist - HTTP error code: 404
ansys.com,false,false,403,,,,,,,,,https://www.ansys.com/security.txt file may not exist - HTTP error code: 403
walgreens.com,false,false,200,,,,,,,,,Content-type (text/html; charset=utf-8) is not valid
thewaltdisneycompany.com,false,false,404,,,,,,,,,https://thewaltdisneycompany.com/security.txt file may not exist - HTTP error code: 404
lockheedmartin.com,false,false,200,,,,,,,,,Content-type (text/html;charset=utf-8) is not valid
loews.com,false,false,404,,,,,,,,,https://loews.com/security.txt file may not exist - HTTP error code: 404
mtb.com,false,false,404,,,,,,,,,https://www3.mtb.com/security.txt file may not exist - HTTP error code: 404
realtyincome.com,false,false,403,,,,,,,,,https://www.realtyincome.com/security.txt file may not exist - HTTP error code: 403
gd.com,false,false,404,,,,,,,,,https://www.gd.com/security.txt file may not exist - HTTP error code: 404
medtronic.com,false,false,404,,,,,,,,,https://www.medtronic.com/security.txt file may not exist - HTTP error code: 404
wabteccorp.com,false,false,404,,,,,,,,,https://www.wabteccorp.com/security.txt file may not exist - HTTP error code: 404
salesforce.com,false,false,404,,,,,,,,,https://www.salesforce.com/security.txt?bc=HL file may not exist - HTTP error code: 404
cvshealth.com,false,false,403,,,,,,,,,https://www.cvshealth.com/security.txt file may not exist - HTTP error code: 403
keysight.com,false,false,500,,,,,,,,,https://www.keysight.com/.well-known/security.txt file may not exist - HTTP error code: 500
valero.com,false,false,404,,,,,,,,,https://www.valero.com/security.txt file may not exist - HTTP error code: 404
publicstorage.com,false,false,404,,,,,,,,,https://www.publicstorage.com/security.txt file may not exist - HTTP error code: 404
ups.com,false,false,200,,,,,,,,,Content-type (text/html;charset=UTF-8) is not valid
criver.com,false,false,403,,,,,,,,,https://www.criver.com/security.txt file may not exist - HTTP error code: 403
aligntech.com,false,false,404,,,,,,,,,https://www.aligntech.com:443/security.txt file may not exist - HTTP error code: 404
oracle.com,false,false,404,,,,,,,,,https://www.oracle.com/security.txt file may not exist - HTTP error code: 404
